serial,acronym,current_price,timestamp,market_cap,total_shares,stock_id,name,acronym,benefit_description,benefit_requirement
197434,PRN,495.29,1618853700,7745923794597,15639168557,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
197435,TCC,309.3,1618853700,1552025034870,5017863029,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
197436,SYS,463.79,1618853700,2786435593740,6007968248,3,Syscore MFG,SYS,an Advanced Firewall,3000000
197437,THS,320.32,1618853700,2404640148310,7506993470,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
197438,WSU,64.42,1618853700,3504900828343,54407029313,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
197439,YAZ,35.29,1618853700,1969583497930,55811377102,8,Yazoo,YAZ,Free Banner Advertising,1000000
197440,TMI,151.43,1618853700,5355744133206,35367787976,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
197441,ELT,188.11,1618853700,950891475165,5054975680,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
197442,IST,310.81,1618853700,1259806095298,4053299750,26,International School TC,IST,Free Education Courses,100000
197443,EVL,367.85,1618853700,2333389173900,6343317042,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
197444,TSB,833.22,1618853700,9435836535016,11324543980,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
197445,TCB,869.94,1618853700,9039208051566,10390610906,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
197446,GRN,218.82,1618853700,1684613763643,7698627930,6,Grain,GRN,"$4,000,000 every month",500000
197447,CNC,673.36,1618853700,3004431804186,4461850725,10,Crude & Co,CNC,"$80,000,000 every month",7500000
197448,TCM,305.96,1618853700,555277244586,1814868756,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
197449,HRG,209.39,1618853700,8033950666721,38368358884,22,Home Retail Group,HRG,1x Random Property,10000000
197450,MCS,593.76,1618853700,10602993543101,17857372580,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
197451,BAG,406.71,1618853700,2933118822928,7211818797,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
197452,WLT,435.01,1618853700,12874154099502,29595076204,30,Wind Lines Travel,WLT,Private Jet Access,9000000
197453,IOU,144.27,1618853700,3663369198061,25392453026,5,Insured On Us,IOU,"$12,000,000 every month",3000000
197454,MSG,150.07,1618853700,2629219093242,17519951311,11,Messaging Inc.,MSG,Free Classified Advertising,300000
197455,TCP,283.63,1618853700,1233733064074,4349797497,13,TC Media Productions,TCP,a Company Sales Boost,1000000
197456,TGP,90.74,1618853700,1460007129922,16090005840,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
197457,TCT,229.78,1618853700,623887444804,2715151209,9,The Torn City Times,TCT,"$1,000,000 every month",100000
197458,SYM,748.03,1618853700,8829181429909,11803245097,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
197459,LSC,374.97,1618853700,3096382998167,8257681943,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
197460,EWM,275.55,1618853700,1697181593486,6159250929,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
197881,TMI,151.39,1618854600,5354329421687,35367787976,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
197882,SYS,462.23,1618854600,2788538368771,6032793996,3,Syscore MFG,SYS,an Advanced Firewall,3000000
197883,IOU,144.52,1618854600,3667338532928,25375993170,5,Insured On Us,IOU,"$12,000,000 every month",3000000
197884,YAZ,35.21,1618854600,1965160756067,55812574725,8,Yazoo,YAZ,Free Banner Advertising,1000000
197885,MSG,149.75,1618854600,2610103030093,17429736428,11,Messaging Inc.,MSG,Free Classified Advertising,300000
197886,IST,310.29,1618854600,1253644603790,4040235276,26,International School TC,IST,Free Education Courses,100000
197887,TCB,870.85,1618854600,9048459096353,10390376180,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
197888,GRN,218.83,1618854600,1684690892599,7698628582,6,Grain,GRN,"$4,000,000 every month",500000
197889,CNC,672.9,1618854600,3002379352853,4461850725,10,Crude & Co,CNC,"$80,000,000 every month",7500000
197890,FHG,586.93,1618854600,22224721719586,37866051692,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
197891,SYM,748.78,1618854600,8837905555786,11803073741,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
197892,TGP,90.88,1618854600,1462423958897,16091812928,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
197893,BAG,406.44,1618854600,2931171591209,7211818697,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
197894,WLT,436.18,1618854600,12864685122846,29493982124,30,Wind Lines Travel,WLT,Private Jet Access,9000000
197895,LAG,297.23,1618854600,1808251031747,6083676048,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
197896,TCT,229.73,1618854600,624661986855,2719113685,9,The Torn City Times,TCT,"$1,000,000 every month",100000
197897,TCM,304.97,1618854600,553481089627,1814870609,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
197898,ELT,187.96,1618854600,948302508187,5045235732,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
197899,MCS,592.06,1618854600,10576593034436,17864056066,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
197900,TCP,283.59,1618854600,1233559043815,4349797397,13,TC Media Productions,TCP,a Company Sales Boost,1000000
197901,EWM,275.33,1618854600,1695826558282,6159250929,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
197902,WSU,64.56,1618854600,3513341289063,54419784527,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
197903,TCC,309.15,1618854600,1551119067716,5017367193,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
197904,IIL,86.88,1618854600,1344209192212,15472021089,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
197905,PRN,495.34,1618854600,7746705781754,15639168615,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
197906,HRG,209.01,1618854600,8018748188128,38365380547,22,Home Retail Group,HRG,1x Random Property,10000000
197907,EVL,367.44,1618854600,2330865257007,6343526173,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
197908,TSB,833.79,1618854600,9440680609453,11322611940,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
197909,THS,320.75,1618854600,2410262640855,7514458740,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
197910,LSC,375.29,1618854600,3099025506677,8257682077,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
198331,TCC,309.88,1618855500,1556998380003,5024520395,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
198332,TCB,871.98,1618855500,9060998403153,10391291547,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
198333,IOU,144.57,1618855500,3669908462442,25384993169,5,Insured On Us,IOU,"$12,000,000 every month",3000000
198334,TMI,151.15,1618855500,5345760819824,35367256499,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
198335,PRN,494.79,1618855500,7738683614356,15640339567,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
198336,WSU,64.56,1618855500,3579889657913,55450583301,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
198337,IST,310.37,1618855500,1254003148926,4040349096,26,International School TC,IST,Free Education Courses,100000
198338,MSG,149.94,1618855500,2611243144426,17415253731,11,Messaging Inc.,MSG,Free Classified Advertising,300000
198339,ELT,187.8,1618855500,948434270470,5050235732,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
198340,MCS,591.49,1618855500,10548957057959,17834548442,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
198341,WLT,436.31,1618855500,12863518074755,29482519481,30,Wind Lines Travel,WLT,Private Jet Access,9000000
198342,SYS,461.94,1618855500,2788629967962,6036779599,3,Syscore MFG,SYS,an Advanced Firewall,3000000
198343,TCT,229.92,1618855500,625214947655,2719271693,9,The Torn City Times,TCT,"$1,000,000 every month",100000
198344,IIL,87.03,1618855500,1346531039736,15472033089,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
198345,FHG,586.73,1618855500,22216016120347,37864121692,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
198346,TCP,283.77,1618855500,1234341297922,4349794897,13,TC Media Productions,TCP,a Company Sales Boost,1000000
198347,LSC,375.14,1618855500,3097537645863,8257017769,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
198348,TCM,304.4,1618855500,552751317780,1815871609,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
198349,TGP,90.85,1618855500,1461942203859,16091823928,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
198350,TSB,833.39,1618855500,9441152350540,11328612475,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
198351,LAG,297.46,1618855500,1809705783869,6083862650,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
198352,EWM,275.41,1618855500,1696319298356,6159250929,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
198353,THS,321.15,1618855500,2442649752838,7605946607,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
198354,EVL,367.21,1618855500,2329415014595,6343550052,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
198355,HRG,209.37,1618855500,8039388811111,38397997856,22,Home Retail Group,HRG,1x Random Property,10000000
198356,BAG,406.74,1618855500,2933335136818,7211818697,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
198357,GRN,218.56,1618855500,1682068275566,7696139621,6,Grain,GRN,"$4,000,000 every month",500000
198358,YAZ,35.23,1618855500,1966277007562,55812574725,8,Yazoo,YAZ,Free Banner Advertising,1000000
198359,CNC,673.39,1618855500,3004566155996,4461851462,10,Crude & Co,CNC,"$80,000,000 every month",7500000
198360,SYM,748.72,1618855500,8837082475785,11802920285,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
198781,THS,322.52,1618856400,2493225429353,7730452156,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
198782,MSG,149.61,1618856400,2604548150167,17408917520,11,Messaging Inc.,MSG,Free Classified Advertising,300000
198783,PRN,494.71,1618856400,7737432387685,15640339568,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
198784,ELT,187.38,1618856400,945376271462,5045235732,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
198785,IST,310.03,1618856400,1243203039700,4009944327,26,International School TC,IST,Free Education Courses,100000
198786,WLT,437.19,1618856400,12818194952302,29319506284,30,Wind Lines Travel,WLT,Private Jet Access,9000000
198787,IOU,144.48,1618856400,3667837982985,25386475519,5,Insured On Us,IOU,"$12,000,000 every month",3000000
198788,LSC,375.74,1618856400,3097783102007,8244485820,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
198789,TSB,833.21,1618856400,9439115823240,11328615623,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
198790,LAG,298.78,1618856400,1826153529874,6112034038,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
198791,TCP,283.7,1618856400,1234036812279,4349794897,13,TC Media Productions,TCP,a Company Sales Boost,1000000
198792,FHG,586.5,1618856400,22207307372358,37864121692,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
198793,SYM,746.36,1618856400,8816685827287,11812913108,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
198794,HRG,209.13,1618856400,8024666060741,38371663849,22,Home Retail Group,HRG,1x Random Property,10000000
198795,YAZ,35.21,1618856400,1965586422538,55824664088,8,Yazoo,YAZ,Free Banner Advertising,1000000
198796,TMI,150.77,1618856400,5335570967528,35388810556,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
198797,EVL,368.86,1618856400,2315764642365,6278166899,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
198798,MCS,592.07,1618856400,10559925709775,17835603408,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
198799,EWM,275.29,1618856400,1695580188244,6159250929,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
198800,TCC,309.02,1618856400,1554994942463,5032020395,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
198801,CNC,672.81,1618856400,3011304978230,4475713765,10,Crude & Co,CNC,"$80,000,000 every month",7500000
198802,IIL,87.23,1618856400,1349703866123,15472932089,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
198803,TCB,870.68,1618856400,9046024108498,10389608247,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
198804,SYS,462.21,1618856400,3009457816051,6511018403,3,Syscore MFG,SYS,an Advanced Firewall,3000000
198805,GRN,218.37,1618856400,1681211448598,7698912161,6,Grain,GRN,"$4,000,000 every month",500000
198806,TCT,230.19,1618856400,625933744165,2719204762,9,The Torn City Times,TCT,"$1,000,000 every month",100000
198807,TCM,304.9,1618856400,553659450245,1815872254,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
198808,TGP,90.98,1618856400,1464034104850,16091823531,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
198809,WSU,64.51,1618856400,3532653572090,54761332694,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
198810,BAG,407.16,1618856400,2935549780671,7209818697,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
199231,LAG,298.12,1618857300,1822119587409,6112034038,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
199232,IST,310.3,1618857300,1244285724668,4009944327,26,International School TC,IST,Free Education Courses,100000
199233,BAG,407.81,1618857300,2943627661673,7218135067,27,Big Al's Gun Shop,BAG,1x Ammunition Pack,3000000
199234,EVL,369.84,1618857300,2321954230296,6278266900,28,Evil Ducks Candy Corp,EVL,1000 Happiness every week,100000
199235,MCS,591.88,1618857300,10556563338832,17835648001,29,Mc Smoogle Corp,MCS,100 Energy every week,350000
199236,TCT,229.71,1618857300,621309325721,2704755238,9,The Torn City Times,TCT,"$1,000,000 every month",100000
199237,MSG,149.95,1618857300,2610018798935,17405927302,11,Messaging Inc.,MSG,Free Classified Advertising,300000
199238,TMI,150.2,1618857300,5315407080961,35388862057,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
199239,TGP,90.97,1618857300,1463873186615,16091823531,23,Tell Group Plc.,TGP,a Company Advertising Boost,2500000
199240,TCC,309.5,1618857300,1557988671808,5033889085,31,Torn City Clothing,TCC,1x Clothing Cache,7500000
199241,TCB,870.39,1618857300,9043053274224,10389656676,2,Torn City Investments,TCB,a 10% Bank Interest Bonus,1500000
199242,YAZ,35.21,1618857300,1965659281922,55826733369,8,Yazoo,YAZ,Free Banner Advertising,1000000
199243,CNC,673.94,1618857300,3010396358277,4466861083,10,Crude & Co,CNC,"$80,000,000 every month",7500000
199244,SYM,746.21,1618857300,8807889769326,11803500046,16,Symbiotic Ltd.,SYM,1x Drug Pack every week,500000
199245,IOU,144.42,1618857300,3666331172982,25386588928,5,Insured On Us,IOU,"$12,000,000 every month",3000000
199246,PRN,492.89,1618857300,7708089090193,15638558482,18,Performance Ribaldry,PRN,1x Erotic DVD every week,1000000
199247,EWM,275.79,1618857300,1698659810951,6159250919,19,Eaglewood Mercenary,EWM,1x Box of Grenades every week,1000000
199248,TSB,832.7,1618857300,9433589665535,11328917576,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
199249,ELT,187.13,1618857300,944124319029,5045285732,21,Empty Lunchbox Traders,ELT,10% Home Upgrade Discount,5000000
199250,WSU,64.49,1618857300,3531564084530,54761421686,25,West Side University,WSU,a 10% Education Course Duration Reduction,1000000
199251,SYS,462.68,1618857300,2796771534026,6044721047,3,Syscore MFG,SYS,an Advanced Firewall,3000000
199252,IIL,87.22,1618857300,1349540515018,15472833238,14,I Industries Ltd.,IIL,50% Coding Time Reduction,1000000
199253,LSC,375.91,1618857300,3099148916683,8244390723,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
199254,WLT,440.44,1618857300,13089766593984,29719749782,30,Wind Lines Travel,WLT,Private Jet Access,9000000
199255,TCM,305.85,1618857300,555384528886,1815872254,20,Torn City Motors,TCM,10% Racing Skill Boost,1000000
199256,HRG,208.99,1618857300,8023194398977,38390326805,22,Home Retail Group,HRG,1x Random Property,10000000
199257,GRN,218.05,1618857300,1678749797097,7698921335,6,Grain,GRN,"$4,000,000 every month",500000
199258,THS,322.49,1618857300,2438354231807,7561022766,7,Torn City Health Service,THS,1x Box of Medical Supplies every week,150000
199259,TCP,283.97,1618857300,1235207277913,4349780885,13,TC Media Productions,TCP,a Company Sales Boost,1000000
199260,FHG,586.06,1618857300,22202173808578,37883789729,15,Feathery Hotels Group,FHG,1x Feathery Hotel Coupon every week,2000000
199681,LAG,298.07,1618858200,1823046626769,6116169446,4,Legal Authorities Group,LAG,1x Lawyer Business Card every week,750000
199682,MSG,150.52,1618858200,2618910793946,17399088453,11,Messaging Inc.,MSG,Free Classified Advertising,300000
199683,HRG,208.05,1618858200,7985882966486,38384441079,22,Home Retail Group,HRG,1x Random Property,10000000
199684,TMI,150.5,1618858200,5325128128828,35382911155,12,TC Music Industries,TMI,"$25,000,000 every month",6000000
199685,IST,310.44,1618858200,1254849909974,4042165668,26,International School TC,IST,Free Education Courses,100000
199686,TSB,832.76,1618858200,9434274009916,11328923111,1,Torn & Shanghai Banking,TSB,"$50,000,000 every month",3000000
199687,LSC,375.27,1618858200,3094265242437,8245437265,17,Lucky Shots Casino,LSC,1x Lottery Voucher every week,500000
